 Strategy Type:	SHORTEST_PATH  NashValue:	0.0  e_NashValue for twoConsecutiveAvgCompletionTime :	0.5 Total Number of players =	50
Total Iterations =	25
22	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
23	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
24	[37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37]
25	[60, 60, 60, 60, 62, 60, 60, 60, 62, 60, 60, 60, 62, 60, 60, 60, 62, 60, 60, 60, 62, 60, 60, 60, 62]
26	[19, 14, 19, 14, 19, 15, 19, 14, 19, 14, 19, 14, 19, 14, 19, 14, 19, 14, 19, 14, 19, 14, 19, 14, 19]
27	[51, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53]
28	[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]
29	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
30	[37, 42, 34, 38, 37, 42, 34, 38, 37, 42, 34, 38, 37, 42, 34, 38, 37, 42, 34, 38, 37, 42, 34, 38, 37]
31	[30, 29, 27, 25, 30, 29, 27, 25, 30, 29, 27, 25, 30, 29, 27, 25, 30, 29, 27, 25, 30, 29, 27, 25, 30]
32	[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]
33	[24, 21, 21, 17, 24, 21, 21, 17, 24, 21, 21, 17, 24, 21, 21, 17, 24, 21, 21, 17, 24, 21, 21, 17, 24]
34	[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
35	[11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11, 7, 11]
36	[22, 22, 23, 21, 22, 22, 23, 21, 22, 22, 23, 21, 22, 22, 23, 21, 22, 22, 23, 21, 22, 22, 23, 21, 22]
37	[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
38	[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]
39	[25, 24, 29, 27, 25, 24, 29, 27, 25, 24, 29, 27, 25, 24, 29, 27, 25, 24, 29, 27, 25, 24, 29, 27, 25]
40	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
41	[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]
42	[49, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]
43	[12, 16, 16, 19, 12, 16, 16, 19, 12, 16, 16, 19, 12, 16, 16, 19, 12, 16, 16, 19, 12, 16, 16, 19, 12]
44	[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]
45	[35, 35, 36, 38, 35, 35, 36, 38, 35, 35, 36, 38, 35, 35, 36, 38, 35, 35, 36, 38, 35, 35, 36, 38, 35]
46	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
47	[45, 47, 45, 45, 45, 47, 45, 45, 45, 47, 45, 45, 45, 47, 45, 45, 45, 47, 45, 45, 45, 47, 45, 45, 45]
48	[54, 61, 62, 61, 52, 61, 62, 61, 52, 61, 62, 61, 52, 61, 62, 61, 52, 61, 62, 61, 52, 61, 62, 61, 52]
49	[68, 68, 68, 68, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70]
Players Average completion time per iteration
0	[25.831735737030673, 27.99094845525287, 27.99996221380222, 27.999999842259342, 27.99999999934151, 27.999999999997264, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996, 27.999999999999996]
1	[25.254750149663884, 20.609229202570457, 28.10411696431114, 19.159122220026862, 25.440819935851692, 20.610005961669675, 28.104120206936987, 19.159122233563394, 25.440819935908202, 20.526620053171577, 28.10377210763242, 19.15912078040269, 25.440819929841897, 20.526620053146253, 28.103772107632317, 19.159120780402688, 25.440819929841897, 20.526620053146253, 28.103772107632317, 19.159120780402688, 25.440819929841897, 20.526620053146253, 28.103772107632317, 19.159120780402688, 25.440819929841897]
2	[38.52607496650628, 43.977148782909275, 44.97962904668033, 44.99991496027553, 44.999999644996755, 44.99999999851803, 44.999999999993825, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998, 44.99999999999998]
3	[12.203599356146, 16.98028434265184, 14.757357348290093, 17.73300793770065, 12.412270205387378, 16.98115545119778, 14.757360984783173, 17.7330079528814, 12.412270205450751, 16.981155451198045, 14.757360984783173, 17.7330079528814, 12.412270205450751, 16.981155451198045, 14.757360984783173, 17.7330079528814, 12.412270205450751, 16.981155451198045, 14.757360984783173, 17.7330079528814, 12.412270205450751, 16.981155451198045, 14.757360984783173, 17.7330079528814, 12.412270205450751]
4	[48.0877921330907, 48.60199321105099, 49.57989469773944, 49.38152874009954, 49.583148913954545, 49.381542325013605, 49.58314897066555, 49.571542325250356, 49.586837229243166, 49.38155772209941, 49.583149034941584, 49.571542325518685, 49.58683722924429, 49.38155772209941, 49.583149034941584, 49.571542325518685, 49.58683722924429, 49.38155772209941, 49.583149034941584, 49.571542325518685, 49.58683722924429, 49.38155772209941, 49.583149034941584, 49.571542325518685, 49.58683722924429]
5	[34.542137459713075, 35.133963686438264, 36.796411535700926, 35.14337428413137, 36.79645082078604, 35.14337444812922, 36.796450821470664, 35.143374448132086, 36.79645082147068, 35.143374448132086, 36.83521731280602, 35.14353628109544, 36.79645149705174, 35.143374450952344, 36.835217312817804, 35.14353628109549, 36.79645149705174, 35.143374450952344, 36.835217312817804, 35.14353628109549, 36.79645149705174, 35.143374450952344, 36.835217312817804, 35.14353628109549, 36.79645149705174]
6	[54.8405780407443, 63.96176346253634, 63.999840379359775, 63.99999933365439, 64.5419999972183, 65.99391349454403, 65.99997459153045, 65.99999989393086, 65.99999999955719, 65.99999999999814, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993, 65.99999999999993]
7	[45.36921894163237, 47.91644700777586, 48.69155951693318, 47.941362669690434, 48.707422107534725, 47.94142888899363, 48.69166380524322, 47.941363105048026, 48.70742210935216, 47.94142888900122, 48.69812488713249, 47.94139007720858, 48.70742222194901, 47.94142888947127, 48.69812488713444, 47.941390077208595, 48.70742222194901, 47.94142888947127, 48.69812488713444, 47.941390077208595, 48.70742222194901, 47.94142888947127, 48.69812488713444, 47.941390077208595, 48.70742222194901]
8	[18.441610356883817, 18.99766897009403, 18.99999026898064, 18.999999959377288, 18.999999999830415, 18.999999999999282, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975, 18.999999999999975]
9	[7.817715303503705, 7.9992390419769235, 7.999996823336658, 7.999999986738835, 7.99999999994464, 7.999999999999768, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996]
10	[7.815513705510781, 7.99922985127859, 7.999996784969556, 7.999999986578668, 7.999999999943972, 7.9999999999997655, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996, 7.999999999999996]
11	[36.6117919522123, 41.97750661343066, 41.999906100055, 41.99999960800925, 41.99999999836362, 41.999999999993165, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994, 41.99999999999994]
12	[34.10830542291318, 37.89031473123541, 33.016168071356965, 38.74537521952915, 33.031986216239005, 37.78783241156633, 33.01574025297794, 38.745373433576546, 33.031986208783444, 37.7878324115352, 33.01574025297781, 38.745373433576546, 33.031986208783444, 37.7878324115352, 33.01574025297781, 38.745373433576546, 33.031986208783444, 37.7878324115352, 33.01574025297781, 38.745373433576546, 33.031986208783444, 37.7878324115352, 33.01574025297781, 38.745373433576546, 33.031986208783444]
13	[25.614249394024558, 29.399179666794197, 28.96209157680491, 28.053562057340844, 26.24685383158891, 29.40182051065795, 28.96210260116057, 28.053562103362655, 26.246853831781035, 29.368466147259415, 28.961963361438748, 28.05356152209837, 26.246853829354514, 29.368466147249286, 28.96196336143871, 28.05356152209837, 26.246853829354514, 29.368466147249286, 28.96196336143871, 28.05356152209837, 26.246853829354514, 29.368466147249286, 28.96196336143871, 28.05356152209837, 26.246853829354514]
14	[33.49080673092073, 35.905259277480205, 34.536491809374425, 34.493737397004786, 34.06475760580389, 35.90765526864945, 34.53650181157833, 34.49373743875957, 34.0647576059782, 35.874300905250855, 34.53636257185651, 34.493736857495286, 34.06475760355168, 35.87430090524072, 34.53636257185647, 34.493736857495286, 34.06475760355168, 35.87430090524072, 34.53636257185647, 34.493736857495286, 34.06475760355168, 35.87430090524072, 34.53636257185647, 34.493736857495286, 34.06475760355168]
15	[45.22994279864495, 43.564846836036416, 42.238555771439536, 43.387174542993314, 45.21881406816183, 43.601508061760484, 42.23870881584966, 43.38717518188607, 45.21881407082892, 43.60150806177161, 42.23870881584971, 43.38717518188607, 45.21881407082892, 43.60150806177161, 42.23870881584971, 43.38717518188607, 45.21881407082892, 43.60150806177161, 42.23870881584971, 43.38717518188607, 45.21881407082892, 43.60150806177161, 42.23870881584971, 43.38717518188607, 45.21881407082892]
16	[16.90858237403265, 25.88305782689467, 20.646790543736707, 26.473924202554542, 17.759968747323615, 25.886611988620515, 20.646805380790685, 26.47392426449268, 17.759968747582178, 25.88661198862159, 20.646805380790685, 26.47392426449268, 17.759968747582178, 25.88661198862159, 20.646805380790685, 26.47392426449268, 17.759968747582178, 25.88661198862159, 20.646805380790685, 26.47392426449268, 17.759968747582178, 25.88661198862159, 20.646805380790685, 26.47392426449268, 17.759968747582178]
17	[14.33084031698546, 14.997206554146914, 14.754545239008053, 14.99897533488401, 14.754552622885681, 14.998975365708436, 14.754552623014362, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366, 14.998975365708972, 14.754552623014366]
18	[41.521140811643775, 38.9613421885789, 42.92968319612609, 38.15422223034277, 42.84612803771962, 38.96687342449467, 42.92970628659079, 38.15422232673525, 42.84612803812201, 38.96687342449635, 42.9297062865908, 38.15422232673525, 42.84612803812201, 38.96687342449635, 42.9297062865908, 38.15422232673525, 42.84612803812201, 38.96687342449635, 42.9297062865908, 38.15422232673525, 42.84612803812201, 38.96687342449635, 42.9297062865908, 38.15422232673525, 42.84612803812201]
19	[20.983215292834373, 18.997171091261198, 19.34376364638551, 17.517307474554464, 21.647558803321257, 18.999944431723126, 19.3437752238559, 17.517307522885282, 21.647558803523015, 18.999944431723964, 19.343775223855907, 17.517307522885282, 21.647558803523015, 18.999944431723964, 19.343775223855907, 17.517307522885282, 21.647558803523015, 18.999944431723964, 19.343775223855907, 17.517307522885282, 21.647558803523015, 18.999944431723964, 19.343775223855907, 17.517307522885282, 21.647558803523015]
20	[14.427719363284584, 15.812308962451539, 16.18921647289308, 18.347675562000518, 15.217839972702603, 15.815607366697702, 16.18923024227264, 17.77767561948159, 15.493528021340042, 17.804170010760643, 15.493638623710938, 17.77477183198268, 15.493515899310948, 17.804169960156532, 15.49363862349969, 17.77477183198179, 15.493515899310946, 17.804169960156532, 15.49363862349969, 17.77477183198179, 15.493515899310946, 17.804169960156532, 15.49363862349969, 17.77477183198179, 15.493515899310946]
21	[37.90645601729055, 41.29173562254441, 41.229434467610346, 34.33591249575723, 40.89466417824241, 41.22777686986855, 41.22916746809294, 34.33591138115226, 40.89466417358942, 41.22777686984912, 41.229167468092854, 34.33591138115226, 40.89466417358942, 41.22777686984912, 41.229167468092854, 34.33591138115226, 40.89466417358942, 41.22777686984912, 41.229167468092854, 34.33591138115226, 40.89466417358942, 41.22777686984912, 41.229167468092854, 34.33591138115226, 40.89466417358942]
22	[5.174003565137686, 5.9965518300426615, 5.999985605414799, 5.999999939908967, 5.9999999997491456, 5.999999999998951, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994, 5.999999999999994]
23	[3.790660946789056, 3.999126101997886, 3.9999963518621757, 3.999999984770637, 3.9999999999364246, 3.999999999999734, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998]
24	[30.93679590047158, 33.17456594264846, 33.183907643296536, 33.18394664076694, 33.18394680356414, 33.183946804243746, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659, 33.18394680424659]
25	[49.39363307596086, 53.85797099254154, 53.748276716560575, 53.660916099631166, 54.2894540994971, 53.784047797908784, 53.74796811990309, 53.66091481137654, 54.28945409411921, 53.78404779788632, 53.747968119903014, 53.66091481137654, 54.28945409411921, 53.78404779788632, 53.747968119903014, 53.66091481137654, 54.28945409411921, 53.78404779788632, 53.747968119903014, 53.66091481137654, 54.28945409411921, 53.78404779788632, 53.747968119903014, 53.66091481137654, 54.28945409411921]
26	[16.138038396615407, 14.233489349257713, 17.144070294195696, 14.237689087681446, 17.144087826246984, 15.27941158221682, 17.216051797986086, 14.23798957863804, 17.144089080663885, 14.237689166106646, 17.144087826574378, 14.237689160871378, 17.14408782655252, 14.237689160871284, 17.14408782655252, 14.237689160871284, 17.14408782655252, 14.237689160871284, 17.14408782655252, 14.237689160871284, 17.14408782655252, 14.237689160871284, 17.14408782655252, 14.237689160871284, 17.14408782655252]
27	[42.34413404920291, 52.18902460825857, 52.99661453625715, 52.99998586718551, 52.999999941001725, 52.99999999975369, 52.99999999999895, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995, 52.99999999999995]
28	[26.59717644964995, 30.981620158086628, 30.99992327228539, 30.999999679695694, 30.999999998662854, 30.999999999994404, 30.99999999999996, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968, 30.999999999999968]
29	[3.6060916391265554, 3.998355606733177, 3.9999931353850675, 3.9999999713432675, 3.9999999998803717, 3.9999999999995, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998]
30	[31.796103385111433, 39.03585393676421, 34.57344272623116, 37.31582765366138, 36.43102035427718, 39.05520266609679, 34.573523498622386, 37.31582799085041, 36.43102035568482, 39.02184830270335, 34.57338425890059, 37.31582740958612, 36.431020353258276, 39.021848302693215, 34.573384258900546, 37.31582740958612, 36.431020353258276, 39.021848302693215, 34.573384258900546, 37.31582740958612, 36.431020353258276, 39.021848302693215, 34.573384258900546, 37.31582740958612, 36.431020353258276]
31	[25.28308042566967, 26.82813510546345, 26.571037092177324, 25.065418311746313, 28.524692196592795, 26.8416674015486, 26.571093583531095, 25.065418547572744, 28.524692197577266, 26.808313038153383, 26.57095434380928, 25.06541796630846, 28.524692195150745, 26.80831303814325, 26.570954343809245, 25.06541796630846, 28.524692195150745, 26.80831303814325, 26.570954343809245, 25.06541796630846, 28.524692195150745, 26.80831303814325, 26.570954343809245, 25.06541796630846, 28.524692195150745]
32	[31.053030071866786, 37.70514832759945, 37.732917980534936, 37.73303390655947, 37.73303439049937, 37.73303439251961, 37.73303439252804, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808, 37.73303439252808]
33	[19.709879524799565, 19.41528588068038, 20.47292478144604, 17.59817823516104, 22.312280905274722, 19.426149755968872, 20.47297013332264, 17.598178424485074, 22.312280906065066, 19.42614975597217, 20.472970133322654, 17.598178424485074, 22.312280906065066, 19.42614975597217, 20.472970133322654, 17.598178424485074, 22.312280906065066, 19.42614975597217, 20.472970133322654, 17.598178424485074, 22.312280906065066, 19.42614975597217, 20.472970133322654, 17.598178424485074, 22.312280906065066]
34	[7.075335464026672, 8.991965376422003, 8.999966458998534, 8.999999859981154, 8.99999999941549, 8.999999999997566, 8.999999999999996, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998]
35	[8.30817210740371, 7.7299708840979955, 9.608333545334068, 7.7353984833232925, 9.60835620316139, 7.735398577909707, 9.608356203556246, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253, 7.735398577911354, 9.608356203556253]
36	[17.228917840226465, 21.980082841192825, 22.508451106561655, 21.1682530111729, 21.746515799107105, 21.99894181552209, 22.508529834442268, 21.16825333982699, 21.74651580047909, 21.998941815527825, 22.50852983444229, 21.16825333982699, 21.74651580047909, 21.998941815527825, 22.50852983444229, 21.16825333982699, 21.74651580047909, 21.998941815527825, 22.50852983444229, 21.16825333982699, 21.74651580047909, 21.998941815527825, 22.50852983444229, 21.16825333982699, 21.74651580047909]
37	[9.25478490540468, 11.988539940590435, 11.999952159318248, 11.9999998002863, 11.999999999166278, 11.999999999996518, 11.99999999999998, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988, 11.999999999999988]
38	[8.203947588838098, 10.988327717268037, 10.9999512733797, 10.9999997965879, 10.999999999150845, 10.999999999996454, 10.999999999999984, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991, 10.999999999999991]
39	[16.451512523898998, 24.24674338040132, 25.953095624532345, 26.064390530100212, 24.07320425296534, 24.278560573956906, 25.953228447249632, 26.06439108457634, 24.073204255280032, 24.27856057396657, 25.953228447249675, 26.06439108457634, 24.073204255280032, 24.27856057396657, 25.953228447249675, 26.06439108457634, 24.073204255280032, 24.27856057396657, 25.953228447249675, 26.06439108457634, 24.073204255280032, 24.27856057396657, 25.953228447249675, 26.06439108457634, 24.073204255280032]
40	[2.7447576156399993, 3.9947599179654496, 3.999978124974051, 3.999999908681437, 3.999999999618786, 3.999999999998408, 3.9999999999999933, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998, 3.999999999999998]
41	[5.861894039099998, 8.98689979491363, 8.999945312435138, 8.9999997717036, 8.999999999046969, 8.999999999996026, 8.99999999999999, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998, 8.999999999999998]
